Exchange Date,Close,Net,%Chg,Open,Low,High,Volume,Turnover - THB,Flow,,,,,,
14-ก.ค.-2023,0.90,+0.02,+2.27%,0.95,0.87,0.95,"311,500","273,529.00","21,244,695,041.00",,,,,,
07-ก.ค.-2023,0.88,-0.01,-1.12%,0.89,0.87,0.91,"598,400","531,889.00","21,244,421,512.00",,,,,,
30-มิ.ย.-2023,0.89,-0.09,-9.18%,0.99,0.88,0.99,"2,623,600","2,390,971.00","21,244,953,401.00",,,,,,
23-มิ.ย.-2023,0.98,-0.11,-10.09%,1.11,0.97,1.11,"1,683,800","1,731,135.00","21,247,344,372.00",,,,,,
16-มิ.ย.-2023,1.09,-0.04,-3.54%,1.15,1.06,1.15,"555,400","614,503.00","21,249,075,507.00",,,,,,
09-มิ.ย.-2023,1.13,-0.03,-2.59%,1.14,1.12,1.20,"839,700","955,194.00","21,249,690,010.00",,,,,,
02-มิ.ย.-2023,1.16,-0.02,-1.69%,1.22,1.14,1.22,"611,500","712,758.00","21,250,645,204.00",,,,,,
26-พ.ค.-2023,1.18,-0.05,-4.07%,1.20,1.16,1.24,"832,900","987,497.00","21,251,357,962.00",,,,,,
19-พ.ค.-2023,1.23,-0.02,-1.60%,1.25,1.20,1.28,"253,900","312,462.00","21,252,345,459.00",,,,,,
12-พ.ค.-2023,1.25,+0.02,+1.63%,1.22,1.20,1.25,"209,200","256,346.00","21,252,657,921.00",,,,,,
05-พ.ค.-2023,1.23,0.00,0.00%,1.20,1.20,1.25,"94,800","114,573.00","21,252,401,575.00",,,,,,
