Period End Date,Current Ratio,Pretax ROE,Times Interest Earned,Reinvestment Rate,Debt/Equity,Quick Ratio,Gross Margin,ROE,x Earnings Retention,Net Margin,x Tax Complement,x Leverage (Assets/Equity),Pretax Margin,Cash Cycle (Days),% LT Debt to Total Capital,(Total Debt - Cash) / EBITDA,x Pretax Margin,Effective Tax Rate,Pretax ROA,EBITDA Margin,Assets/Equity,Operating Margin,Asset Turnover,Company name,Fraud
Sep-2019 ,1.2,4.3,3.9,4.0,2.26,0.0,66.6,4.0,1.0,38.3,0.93,3.5,38.8,90.4,59.4,24.77,38.8,1.3,1.2,75.4,3.5,51.7,0.03,SSP,0
Dec-2019 ,1.16,3.1,3.1,0.4,2.31,0.0,62.4,3.1,0.13,31.6,1.01,3.45,31.8,94.9,60.3,29.67,31.8,0.7,0.9,70.4,3.45,45.2,0.03,SSP,0
Mar-2020 ,1.4,5.6,4.5,5.6,2.58,0.0,65.0,5.6,1.0,54.3,1.0,3.75,55.1,87.1,62.7,21.26,55.1,1.5,1.5,102.2,3.75,70.5,0.03,SSP,0
Jun-2020 ,1.14,5.2,3.5,3.7,2.47,1.14,60.3,4.6,1.0,31.7,0.89,3.71,32.4,62.6,61.4,23.16,32.4,2.2,1.4,60.8,3.71,45.5,0.04,SSP,0
Sep-2020 ,0.89,6.1,3.9,5.4,2.53,0.89,58.8,5.7,1.0,40.3,0.93,3.78,41.7,67.3,59.5,19.21,41.7,3.4,1.6,80.1,3.78,54.8,0.04,SSP,0
Dec-2020 ,1.35,3.6,2.5,0.9,2.62,1.35,53.6,3.4,0.28,30.7,0.93,3.79,31.9,99.9,61.6,29.08,31.9,3.6,1.0,69.5,3.79,48.7,0.03,SSP,0
Mar-2021 ,1.39,4.8,3.5,4.1,2.51,1.39,57.7,4.4,1.0,36.5,0.92,3.67,38.6,108.3,61.3,23.29,38.6,5.3,1.3,78.6,3.67,54.0,0.03,SSP,0
Jun-2021 ,0.86,6.1,4.9,5.2,2.3,0.86,61.1,5.5,1.0,42.6,0.9,3.86,45.2,83.5,54.9,20.05,45.2,5.9,1.6,79.1,3.86,56.7,0.04,SSP,0
Sep-2021 ,0.41,6.4,3.6,5.8,2.52,0.41,59.2,5.8,1.0,43.9,0.9,4.34,46.9,74.4,57.3,19.79,46.9,6.4,1.6,79.8,4.34,60.1,0.03,SSP,0
Dec-2021 ,0.79,3.2,2.9,0.4,2.42,0.79,52.6,2.7,0.15,21.7,0.85,4.09,24.1,93.8,55.3,21.4,24.1,9.6,0.8,71.7,4.09,38.5,0.03,SSP,0
Mar-2022 ,0.97,4.6,3.3,4.1,2.17,0.97,58.9,4.1,1.0,33.4,0.88,3.8,34.0,102.6,55.0,15.96,34.0,1.7,1.2,76.0,3.8,48.0,0.03,SSP,0
Jun-2022 ,1.13,9.0,6.1,5.4,1.53,1.13,70.6,8.9,0.61,55.9,0.98,3.05,55.7,69.2,53.0,8.85,55.7,-0.4,2.7,85.2,3.05,64.6,0.05,SSP,0
Sep-2022 ,3.27,3.8,3.5,3.4,1.83,3.26,56.1,3.4,1.0,37.2,0.9,2.96,39.6,91.0,57.2,13.77,39.6,6.3,1.3,86.5,2.96,56.0,0.03,SSP,0
Dec-2022 ,3.64,1.7,1.3,0.7,1.63,3.62,53.0,1.7,0.42,16.1,0.98,2.74,18.8,95.5,56.1,20.87,18.8,14.5,0.6,65.2,2.74,36.4,0.03,SSP,0
Mar-2023 ,2.61,3.4,2.3,3.0,1.57,2.59,59.0,3.0,1.0,32.8,0.89,2.68,35.2,96.0,52.6,16.0,35.2,7.0,1.3,76.5,2.68,48.2,0.04,SSP,0
Jun-2023 ,2.81,3.2,2.5,2.9,1.62,2.8,58.6,2.9,1.0,29.9,0.88,2.72,34.0,97.1,53.0,14.81,34.0,12.2,1.2,80.1,2.72,51.9,0.04,SSP,0
Sep-2023 ,2.85,3.0,2.4,2.7,1.56,2.83,56.8,2.7,1.0,27.6,0.89,2.66,30.3,86.6,52.2,14.47,30.3,8.7,1.1,75.4,2.66,49.9,0.04,SSP,0
Dec-2023 ,2.53,1.8,1.5,0.8,1.52,2.52,51.3,1.5,0.5,17.1,0.85,2.62,19.5,96.1,51.3,18.85,19.5,12.3,0.7,61.6,2.62,33.3,0.04,SSP,0
Mar-2024 ,1.35,3.1,2.3,2.6,2.17,1.35,56.7,2.6,1.0,27.5,0.84,3.35,29.5,110.1,54.0,18.8,29.5,6.9,1.0,72.4,3.35,45.9,0.04,SSP,0
Jun-2024 ,0.95,1.7,1.6,1.6,2.19,0.94,49.9,1.6,1.0,12.7,0.97,3.36,15.5,99.0,53.2,23.09,15.5,18.0,0.5,73.5,3.36,41.0,0.03,SSP,0
Mar-2004 ,0.0,0.0,0.0,0.0,0.0,0.0,49.8,0.0,1.0,30.7,1.0,0.0,30.7,0.0,0.0,0.0,30.7,0.0,0.0,37.1,0.0,30.8,0.0,SUPER,0
Jun-2004 ,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,1.0,37.2,9.33,0.0,37.2,0.0,0.0,0.0,37.2,0.0,0.0,43.8,0.0,37.2,0.0,SUPER,0
Sep-2004 ,0.0,0.0,0.0,0.0,0.0,0.0,52.9,0.0,1.0,24.8,30.62,0.0,24.8,0.0,0.0,0.0,24.8,0.0,0.0,32.7,0.0,25.6,0.0,SUPER,0
Dec-2004 ,0.79,0.0,0.0,0.0,1.99,0.67,40.3,0.0,1.0,5.9,1.0,3.31,5.9,0.0,58.0,0.0,5.9,0.0,0.0,19.6,3.31,10.9,0.0,SUPER,0
Mar-2005 ,1.12,13.5,0.0,13.5,1.98,1.0,58.7,13.5,1.0,36.3,1.0,3.36,36.3,86.4,56.5,10.78,36.3,0.0,4.0,47.1,3.36,40.0,0.11,SUPER,0
Jun-2005 ,3.63,5.9,0.0,5.9,0.7,3.39,50.7,5.9,1.0,33.2,1.0,1.76,33.2,148.9,36.2,10.39,33.2,0.0,2.7,44.5,1.76,36.9,0.08,SUPER,0
Sep-2005 ,2.87,0.8,0.0,0.8,0.68,2.69,25.5,0.8,1.0,5.4,1.0,1.77,5.4,102.7,35.2,17.69,5.4,0.0,0.4,15.4,1.77,8.6,0.08,SUPER,0
Dec-2005 ,2.16,-4.8,0.0,-4.9,0.7,2.03,3.3,-4.9,0.0,-49.6,0.0,1.8,-48.4,198.8,35.7,0.0,-48.4,0.0,-2.7,-32.7,1.8,-42.4,0.06,SUPER,0
Mar-2006 ,2.1,-4.5,0.0,-4.5,0.72,2.0,7.1,-4.5,0.0,-46.7,0.0,1.81,-46.4,277.7,34.3,0.0,-46.4,0.0,-2.5,-14.0,1.81,-33.7,0.05,SUPER,0
Jun-2006 ,1.7,-5.2,0.0,-5.2,0.77,1.59,9.2,-5.2,0.0,-59.0,0.0,1.86,-58.6,330.9,33.5,0.0,-58.6,0.0,-2.8,-19.0,1.86,-42.3,0.05,SUPER,0
Sep-2006 ,1.18,-4.5,0.0,-4.7,0.77,1.14,6.3,-4.7,0.0,-60.7,0.0,2.15,-58.2,531.4,33.1,0.0,-58.2,0.0,-2.2,-10.4,2.15,-38.6,0.04,SUPER,0
Dec-2006 ,1.1,-5.0,0.0,-5.0,0.84,1.06,7.0,-5.0,0.0,-73.2,0.0,2.21,-73.3,791.3,31.9,0.0,-73.3,0.0,-2.3,-16.3,2.21,-50.4,0.03,SUPER,0
Mar-2007 ,1.01,-4.9,0.0,-4.9,0.84,0.97,8.7,-4.9,0.0,-68.4,0.0,2.28,-68.0,789.8,30.9,0.0,-68.0,0.0,-2.2,-15.1,2.28,-46.5,0.03,SUPER,0
Jun-2007 ,0.9,-10.6,0.0,-10.6,0.9,0.87,3.0,-10.6,0.0,-140.1,0.0,2.63,-140.0,882.0,30.2,0.0,-140.0,0.0,-4.3,-26.1,2.63,-119.5,0.03,SUPER,0
Sep-2007 ,0.84,-7.2,0.0,-7.2,0.95,0.81,11.5,-7.2,0.0,-60.7,0.0,2.77,-60.4,667.7,28.1,239.17,-60.4,0.0,-2.7,3.2,2.77,-47.4,0.04,SUPER,0
Dec-2007 ,0.56,-5.0,0.0,-5.0,1.05,0.52,15.2,-5.0,0.0,-40.9,0.0,2.19,-40.3,436.0,24.7,0.0,-40.3,0.0,-2.0,-6.2,2.19,-28.1,0.05,SUPER,0
Mar-2008 ,0.49,-6.0,0.0,-6.1,1.15,0.45,12.4,-6.1,0.0,-45.9,0.0,2.32,-45.6,195.6,21.0,0.0,-45.6,0.0,-2.7,-23.1,2.32,-34.2,0.06,SUPER,0
Jun-2008 ,0.4,-6.2,0.0,-6.2,1.2,0.35,12.8,-6.2,0.0,-50.4,0.0,2.39,-50.2,213.0,17.3,0.0,-50.2,0.0,-2.6,-25.6,2.39,-38.1,0.05,SUPER,0
Sep-2008 ,0.49,-6.7,0.0,-6.7,1.23,0.42,19.3,-6.7,0.0,-46.4,0.0,2.46,-46.2,153.5,31.0,0.0,-46.2,0.0,-2.8,-24.0,2.46,-35.3,0.06,SUPER,0
Dec-2008 ,0.1,-8.2,0.0,-8.3,0.82,0.07,13.9,-8.3,0.0,-71.8,0.0,2.01,-70.6,58.0,0.1,0.0,-70.6,0.0,-3.7,-42.5,2.01,-56.9,0.05,SUPER,0
Mar-2009 ,0.1,-18.1,0.0,-18.1,1.02,0.06,21.8,-18.1,0.0,-179.9,0.0,2.25,-179.9,-68.6,0.0,0.0,-179.9,0.0,-8.5,-150.3,2.25,-165.6,0.05,SUPER,0
Jun-2009 ,0.09,-22.5,0.0,-22.5,1.41,0.05,-76.9,-22.5,0.0,-228.7,0.0,2.78,-228.7,-38.1,0.0,0.0,-228.7,0.0,-9.1,-122.9,2.78,-141.9,0.04,SUPER,0
Sep-2009 ,0.09,-12.2,0.0,-12.2,1.65,0.06,30.5,-12.2,0.0,-80.6,0.0,3.09,-80.6,-185.1,0.0,0.0,-80.6,0.0,-4.2,-31.5,3.09,-46.3,0.05,SUPER,0
Dec-2009 ,0.08,-55.8,0.0,-55.9,3.2,0.06,-20.2,-55.9,0.0,-228.0,0.0,4.97,-227.6,-85.3,0.0,0.0,-227.6,0.0,-14.8,-175.2,4.97,-187.7,0.07,SUPER,0
Mar-2010 ,0.21,-8.7,0.0,-8.7,3.17,0.16,16.6,-8.7,0.0,-22.3,0.0,5.06,-22.3,-127.7,37.0,0.0,-22.3,0.0,-1.7,-3.9,5.06,-21.2,0.08,SUPER,0
Jun-2010 ,0.18,-16.1,0.0,-16.1,3.72,0.12,11.7,-16.1,0.0,-41.7,0.0,5.75,-41.7,-121.1,38.4,0.0,-41.7,0.0,-3.0,-14.0,5.75,-33.0,0.07,SUPER,0
Sep-2010 ,0.17,-14.7,0.0,-14.7,4.37,0.11,13.2,-14.7,0.0,-27.6,0.0,6.54,-27.6,-99.1,35.4,0.0,-27.6,0.0,-2.4,-8.3,6.54,-24.6,0.09,SUPER,0
Dec-2010 ,0.17,10.5,0.0,10.3,3.4,0.1,-5.5,10.3,1.0,23.1,0.97,5.52,23.7,-90.3,36.4,18.59,23.7,2.6,1.8,45.7,5.52,25.7,0.07,SUPER,0
Mar-2011 ,0.19,15.5,0.0,15.5,3.03,0.14,42.5,15.5,1.0,19.6,1.0,5.0,19.6,-90.3,34.0,10.09,19.6,0.0,3.0,39.0,5.0,31.5,0.15,SUPER,0
Jun-2011 ,0.22,-35.9,0.0,-35.9,4.62,0.15,11.7,-35.9,0.0,-60.3,0.0,7.08,-60.3,-65.5,45.9,0.0,-60.3,0.0,-6.1,-6.5,7.08,-21.0,0.1,SUPER,0
Sep-2011 ,0.2,-22.5,0.0,-22.5,5.82,0.14,7.2,-22.5,0.0,-27.8,0.0,8.56,-27.8,-62.5,46.4,0.0,-27.8,0.0,-2.9,-2.6,8.56,-25.7,0.1,SUPER,0
Dec-2011 ,0.16,-2.8,0.0,-3.1,3.37,0.12,33.4,-3.1,0.0,-3.1,0.0,5.46,-2.9,52.2,0.0,10.43,-2.9,0.0,-0.4,39.1,5.46,8.4,0.15,SUPER,0
Mar-2012 ,0.55,21.9,0.0,16.8,2.58,0.45,47.8,16.8,1.0,36.4,1.13,4.5,47.4,113.7,51.4,8.21,47.4,23.2,4.5,67.7,4.5,47.4,0.09,SUPER,0
Jun-2012 ,0.46,-0.1,0.0,-0.1,2.63,0.33,0.0,-0.1,0.0,0.0,0.0,4.22,0.0,-227.0,47.8,27.4,0.0,0.0,0.0,0.0,4.22,0.0,0.0,SUPER,0
Sep-2012 ,0.72,9.1,0.0,7.0,1.69,0.58,0.0,7.0,1.0,75.6,0.63,3.07,98.6,295.5,45.1,11.65,98.6,23.3,2.6,178.3,3.07,98.6,0.03,SUPER,0
Dec-2012 ,0.24,-0.2,0.0,-0.2,1.72,0.18,-25.6,-0.2,0.0,-129656.4,0.0,3.06,-129810.3,11506731.5,0.0,24.64,-129810.3,0.0,-0.1,3311533.3,3.06,-129810.3,0.0,SUPER,0
Mar-2013 ,8.3,8.4,0.0,8.1,0.02,8.13,31.2,8.1,1.0,89.5,4.36,1.19,90.8,218.8,0.3,7.81,90.8,1.5,4.3,50.0,1.19,91.2,0.05,SUPER,0
Jun-2013 ,12.08,1.3,0.0,0.8,0.02,11.9,36.6,0.8,1.0,13.5,-1.26,1.15,16.7,335.7,0.2,0.0,16.7,19.5,1.1,22.4,1.15,17.2,0.07,SUPER,0
Sep-2013 ,20.59,-2.1,0.0,-2.2,0.01,20.37,27.0,-2.2,0.0,-35.6,0.0,1.09,-34.7,594.6,0.5,0.0,-34.7,0.0,-1.9,-28.9,1.09,-34.4,0.05,SUPER,0
Dec-2013 ,39.98,0.1,0.0,0.3,0.0,39.93,34.2,0.3,1.0,9.2,-11.74,1.06,3.1,376.0,0.3,0.0,3.1,-192.6,0.1,12.5,1.06,3.3,0.04,SUPER,0
Mar-2014 ,10.2,-0.5,0.0,-0.6,0.22,10.18,39.8,-0.6,0.0,-11.4,0.0,1.27,-11.5,40.3,15.0,0.0,-11.5,0.0,-0.4,18.3,1.27,-2.6,0.04,SUPER,0
Jun-2014 ,4.58,-1.0,0.0,-1.2,0.44,4.57,37.3,-1.2,0.0,-36.0,0.0,1.47,-28.8,83.5,20.6,6.99,-28.8,0.0,-0.7,11.7,1.47,-15.8,0.02,SUPER,0
Sep-2014 ,13.0,-1.3,0.0,-1.3,0.16,12.99,37.8,-1.3,0.0,-74.7,0.0,1.18,-73.7,82.5,9.3,0.0,-73.7,0.0,-1.1,-21.3,1.18,-51.7,0.01,SUPER,0
Dec-2014 ,7.27,-0.7,0.0,-0.7,0.18,7.27,35.8,-0.7,0.0,-40.9,0.0,1.21,-41.6,632.3,10.3,0.0,-41.6,0.0,-0.6,17.8,1.21,-20.1,0.01,SUPER,0
Mar-2015 ,1.12,-0.6,0.0,-0.7,0.15,1.1,40.6,-0.7,0.0,-41.6,0.0,1.54,-39.8,670.9,8.3,0.0,-39.8,0.0,-0.5,10.8,1.54,-25.1,0.01,SUPER,0
Jun-2015 ,0.9,-3.2,0.0,-3.1,0.57,0.9,34.3,-3.1,0.0,-208.5,0.0,2.06,-209.6,136.2,32.2,0.0,-209.6,0.0,-1.8,-155.3,2.06,-188.2,0.01,SUPER,0
Sep-2015 ,2.1,-1.9,0.0,-1.8,0.84,2.1,39.4,-1.8,0.0,-153.6,0.0,1.97,-153.4,75.9,38.7,0.0,-153.4,0.0,-1.0,-95.3,1.97,-133.6,0.01,SUPER,0
Dec-2015 ,0.25,-4.7,0.0,-3.8,1.45,0.25,55.1,-3.8,0.0,-333.1,0.0,3.54,-332.8,447.5,49.5,0.0,-332.8,0.0,-1.6,-30.3,3.54,-194.1,0.0,SUPER,0
Mar-2016 ,0.13,0.3,0.0,0.2,1.67,0.13,52.7,0.2,1.0,8.9,0.63,3.85,8.9,328.0,52.6,139.99,8.9,0.7,0.1,38.5,3.85,63.1,0.01,SUPER,0
Jun-2016 ,0.38,0.2,0.0,0.5,2.47,0.38,53.8,0.5,1.0,2.6,2.63,4.15,2.8,153.7,57.4,36.53,2.8,5.3,0.1,75.5,4.15,40.5,0.02,SUPER,0
Sep-2016 ,0.35,2.8,0.0,1.8,2.49,0.35,59.9,1.8,1.0,25.7,0.65,4.06,25.8,130.6,55.0,27.72,25.8,0.4,0.7,80.0,4.06,49.8,0.03,SUPER,0
Dec-2016 ,0.16,1.2,0.0,0.7,2.47,0.16,57.1,0.7,1.0,12.7,0.57,4.2,11.2,104.4,56.1,28.61,11.2,-13.3,0.3,76.4,4.2,38.5,0.03,SUPER,0
Mar-2017 ,0.24,4.8,0.0,4.3,2.44,0.24,60.4,4.3,1.0,38.1,0.89,4.03,38.4,87.3,55.3,22.41,38.4,0.6,1.2,85.9,4.03,60.0,0.03,SUPER,0
Jun-2017 ,0.23,3.6,0.0,2.8,2.37,0.23,58.4,2.8,1.0,30.4,0.79,3.88,30.5,86.3,53.2,23.34,30.5,0.3,0.9,86.4,3.88,54.6,0.03,SUPER,0
Sep-2017 ,0.4,3.0,0.0,2.6,2.33,0.39,55.8,2.6,1.0,27.0,0.87,3.8,27.3,105.7,53.3,24.33,27.3,1.0,0.8,87.9,3.8,53.9,0.03,SUPER,0
Dec-2017 ,0.21,1.3,0.0,0.9,2.27,0.2,51.4,0.9,1.0,11.8,0.7,3.68,12.9,106.0,52.8,29.28,12.9,8.7,0.3,79.0,3.68,42.2,0.03,SUPER,0
Mar-2018 ,0.26,3.8,0.0,3.2,2.21,0.25,60.1,3.2,1.0,33.5,0.83,3.59,33.4,55.5,50.4,22.46,33.4,-0.1,1.1,86.0,3.59,55.3,0.03,SUPER,0
Jun-2018 ,0.27,3.1,0.0,2.6,2.1,0.26,55.8,2.6,1.0,28.0,0.84,3.48,28.3,67.0,50.1,23.0,28.3,1.0,0.9,85.2,3.48,52.0,0.03,SUPER,0
Sep-2018 ,0.36,1.2,0.0,0.8,2.07,0.36,48.0,0.8,1.0,12.2,0.68,3.48,12.5,67.3,52.6,26.75,12.5,2.4,0.4,77.7,3.48,38.9,0.03,SUPER,0
Dec-2018 ,0.67,1.6,0.0,1.3,2.25,0.67,52.0,1.3,1.0,14.4,0.84,3.61,14.3,64.1,56.2,25.58,14.3,-0.8,0.4,74.1,3.61,38.4,0.03,SUPER,0
Mar-2019 ,0.92,3.3,0.0,2.8,2.37,0.91,57.1,2.8,1.0,28.5,0.85,3.71,28.7,94.2,57.8,22.4,28.7,0.7,0.9,83.5,3.71,51.3,0.03,SUPER,0
Jun-2019 ,0.67,2.6,0.0,2.0,2.07,0.67,54.7,2.0,1.0,22.3,0.8,4.05,23.0,118.8,54.9,23.53,23.0,3.0,0.7,80.2,4.05,46.4,0.03,SUPER,0
Sep-2019 ,0.6,10.1,0.0,5.8,1.92,0.59,47.1,7.8,0.74,80.6,0.77,3.59,101.2,120.6,53.7,22.91,101.2,20.4,2.7,79.5,3.59,124.6,0.03,SUPER,0
Dec-2019 ,0.55,2.1,0.0,1.9,1.94,0.55,51.9,1.9,1.0,23.1,0.91,3.6,20.6,138.8,54.7,23.02,20.6,-12.3,0.6,75.6,3.6,36.0,0.03,SUPER,0
Mar-2020 ,0.5,5.0,0.0,4.5,2.2,0.49,55.2,4.5,1.0,46.9,0.91,3.59,47.1,173.6,50.5,23.12,47.1,0.5,1.4,80.4,3.59,67.1,0.03,SUPER,0
Jun-2020 ,0.63,1.4,0.0,0.9,2.34,0.63,51.9,0.9,1.0,12.9,0.67,3.65,14.0,233.2,49.5,28.41,14.0,7.8,0.4,78.3,3.65,35.2,0.03,SUPER,0
Sep-2020 ,0.35,3.3,0.0,2.9,2.3,0.34,48.6,2.9,1.0,32.2,0.88,3.64,33.5,218.5,48.0,28.52,33.5,3.8,0.9,79.3,3.64,54.5,0.03,SUPER,0
Dec-2020 ,0.17,-0.3,0.0,-1.3,2.41,0.16,47.4,-0.3,0.0,0.1,0.0,4.36,-3.5,152.0,48.2,33.49,-3.5,0.0,-0.1,72.7,4.36,15.0,0.02,SUPER,0
Mar-2021 ,0.18,6.5,0.0,5.0,2.27,0.17,52.0,5.0,1.0,49.1,0.76,4.27,50.4,90.0,45.4,20.2,50.4,2.7,1.5,86.4,4.27,67.6,0.03,SUPER,0
Jun-2021 ,0.22,4.4,0.0,3.9,2.66,0.22,51.1,3.9,1.0,37.4,0.89,4.03,36.5,131.1,38.8,24.28,36.5,-2.5,1.1,82.4,4.03,54.8,0.03,SUPER,0
Sep-2021 ,0.18,3.2,0.0,2.7,2.57,0.18,47.8,2.7,1.0,28.8,0.84,3.99,30.6,144.0,37.9,30.69,30.6,6.0,0.8,77.9,3.99,56.1,0.03,SUPER,0
Dec-2021 ,0.18,1.6,0.0,0.8,2.59,0.17,44.9,1.6,0.48,11.3,0.98,4.11,15.4,118.9,39.9,26.6,15.4,26.7,0.4,88.3,4.11,40.8,0.03,SUPER,0
Mar-2022 ,0.16,2.9,0.0,2.7,2.57,0.16,54.1,2.7,1.0,22.5,0.94,3.97,23.1,100.5,39.3,24.97,23.1,2.6,0.7,81.0,3.97,45.1,0.03,SUPER,0
Jun-2022 ,0.22,1.5,0.0,1.2,2.77,0.21,50.4,1.2,1.0,10.9,0.78,4.13,13.2,108.3,40.4,28.04,13.2,17.4,0.4,80.3,4.13,40.0,0.03,SUPER,0
Sep-2022 ,0.16,0.0,0.0,-0.4,2.89,0.16,43.6,-0.4,0.0,-3.3,-15.17,4.27,0.2,103.6,39.6,33.3,0.2,1410.0,0.0,75.0,4.27,29.5,0.03,SUPER,0
Dec-2022 ,0.21,-0.5,0.0,-0.1,2.89,0.21,51.1,-0.1,0.0,0.0,0.0,4.25,-3.7,90.0,43.6,29.31,-3.7,0.0,-0.1,78.7,4.25,29.6,0.03,SUPER,0
Mar-2023 ,0.24,2.7,0.0,2.6,2.78,0.23,54.9,2.6,1.0,19.3,0.97,4.12,19.9,99.5,47.4,25.67,19.9,3.2,0.6,80.1,4.12,50.7,0.03,SUPER,0
Jun-2023 ,0.24,0.4,0.0,0.3,2.7,0.24,49.3,0.3,1.0,2.8,0.8,4.1,3.4,130.8,42.1,30.47,3.4,19.8,0.1,74.0,4.1,38.9,0.03,SUPER,0
Sep-2023 ,0.23,-2.8,0.0,-2.2,2.83,0.23,45.7,-2.2,0.0,-22.8,0.0,4.22,-24.5,142.2,44.1,29.01,-24.5,0.0,-0.7,81.1,4.22,17.5,0.03,SUPER,0
Dec-2023 ,0.2,-2.2,0.0,-0.7,2.79,0.2,47.6,-0.7,0.0,-7.2,0.0,4.2,-17.5,131.8,42.2,26.41,-17.5,0.0,-0.5,84.7,4.2,20.8,0.03,SUPER,0
Mar-2024 ,0.4,-0.2,0.0,1.0,2.57,0.4,53.9,1.0,1.0,5.7,0.0,4.18,-1.2,125.3,40.2,24.33,-1.2,0.0,0.0,78.3,4.18,35.2,0.03,SUPER,0
Jun-2024 ,0.35,-1.6,0.0,-1.6,2.66,0.35,49.1,-1.6,0.0,-14.0,0.0,4.27,-13.1,145.3,34.6,25.13,-13.1,0.0,-0.4,80.9,4.27,23.6,0.03,SUPER,0
Sep-2020 ,0.0,0.0,5.2,0.0,0.0,0.0,39.0,0.0,1.0,27.9,1.0,0.0,27.9,0.0,0.0,0.0,27.9,-0.2,0.0,34.7,0.0,34.5,0.0,TGE,0
Dec-2020 ,0.0,0.0,4.4,0.0,0.0,0.0,31.6,0.0,1.0,23.5,1.0,0.0,23.6,0.0,0.0,0.0,23.6,0.4,0.0,46.0,0.0,30.4,0.0,TGE,0
Mar-2021 ,0.0,0.0,5.6,0.0,0.0,0.0,38.3,0.0,1.0,27.3,1.0,0.0,27.2,0.0,0.0,0.0,27.2,-0.2,0.0,49.0,0.0,33.3,0.0,TGE,0
Jun-2021 ,0.0,0.0,5.3,0.0,0.0,0.0,36.3,0.0,1.0,26.2,1.0,0.0,26.1,0.0,0.0,0.0,26.1,-0.1,0.0,47.8,0.0,32.1,0.0,TGE,0
Sep-2021 ,1.09,0.0,5.7,0.0,1.53,0.66,39.2,0.0,1.0,28.8,0.99,2.68,29.2,0.0,51.3,0.0,29.2,1.4,0.0,52.5,2.68,35.6,0.0,TGE,0
Dec-2021 ,1.19,4.5,4.6,4.5,1.4,0.85,29.7,4.5,1.0,21.7,1.01,2.54,21.5,150.5,49.1,15.76,21.5,-0.8,1.7,43.7,2.54,27.5,0.08,TGE,0
Mar-2022 ,0.65,5.6,5.1,5.6,1.95,0.49,33.5,5.6,1.0,23.3,1.0,3.64,23.4,25.2,55.3,14.28,23.4,0.3,1.9,44.4,3.64,29.0,0.08,TGE,0
Jun-2022 ,0.48,7.2,5.4,7.0,2.05,0.35,33.4,7.0,1.0,24.2,0.98,3.23,24.7,9.7,42.5,14.1,24.7,2.2,2.1,46.1,3.23,30.4,0.08,TGE,0
Sep-2022 ,3.17,3.4,4.5,3.4,0.58,2.84,32.5,3.4,1.0,21.2,1.03,1.65,20.7,113.9,29.5,10.59,20.7,-2.7,1.6,42.6,1.65,26.8,0.08,TGE,0
Dec-2022 ,2.9,2.9,6.5,2.6,0.54,2.56,31.8,2.9,0.91,23.5,0.99,1.6,23.7,108.2,27.8,4.58,23.7,1.0,1.8,41.9,1.6,28.0,0.08,TGE,0
Mar-2023 ,2.84,3.0,6.5,3.0,0.49,2.47,36.2,3.0,1.0,26.8,1.0,1.55,26.8,124.4,25.8,4.61,26.8,0.0,1.9,47.0,1.55,31.7,0.07,TGE,0
Jun-2023 ,2.63,2.7,6.0,2.7,0.45,2.33,35.5,2.7,1.0,24.9,0.98,1.51,25.3,119.1,24.1,4.56,25.3,1.5,1.8,46.2,1.51,30.3,0.07,TGE,0
Sep-2023 ,2.5,3.3,7.8,3.2,0.42,2.15,31.6,3.2,1.0,31.3,0.97,1.48,32.1,117.0,22.4,3.74,32.1,2.5,2.2,57.1,1.48,37.3,0.07,TGE,0
Dec-2023 ,2.45,2.1,4.8,1.8,0.38,2.11,31.1,2.0,0.88,22.1,0.99,1.45,22.3,123.6,20.7,4.69,22.3,1.2,1.4,45.1,1.45,28.0,0.06,TGE,0
Mar-2024 ,2.24,2.9,7.2,2.7,0.35,1.92,35.0,2.7,1.0,24.9,0.95,1.41,26.3,105.5,18.8,3.69,26.3,5.1,2.0,45.5,1.41,30.6,0.08,TGE,0
Jun-2024 ,2.33,2.8,7.4,2.6,0.32,1.97,36.3,2.6,1.0,26.8,0.95,1.37,28.2,121.1,17.1,3.56,28.2,5.1,2.0,48.4,1.37,32.6,0.07,TGE,0
Mar-2010 ,0.0,0.0,40.4,0.0,0.0,0.0,27.2,0.0,1.0,10.4,0.69,0.0,15.0,0.0,0.0,0.0,15.0,30.7,0.0,17.7,0.0,15.3,0.0,TMIm,0
Jun-2010 ,0.0,0.0,11.9,0.0,0.0,0.0,24.8,0.0,1.0,5.3,1.0,0.0,5.3,0.0,0.0,0.0,5.3,-0.3,0.0,8.7,0.0,5.8,0.0,TMIm,0
Sep-2010 ,0.0,0.0,45.1,0.0,0.0,0.0,24.4,0.0,1.0,5.8,0.7,0.0,8.4,0.0,0.0,0.0,8.4,30.5,0.0,11.2,0.0,8.6,0.0,TMIm,0
Dec-2010 ,2.22,0.0,61.3,0.0,0.22,1.16,24.5,0.0,-1.4,6.7,0.68,1.5,9.8,0.0,1.1,0.0,9.8,32.1,0.0,12.3,1.5,10.0,0.0,TMIm,0
Mar-2011 ,2.08,5.0,55.1,4.4,0.24,0.94,26.2,4.4,1.0,8.6,0.89,1.55,9.7,168.8,1.1,2.68,9.7,11.1,3.2,12.7,1.55,9.9,0.33,TMIm,0
Jun-2011 ,1.66,2.0,6.3,1.8,0.45,0.66,24.2,1.8,1.0,3.7,0.9,1.77,4.1,191.1,0.9,7.39,4.1,10.2,1.2,8.1,1.77,4.9,0.3,TMIm,0
